info,nombre,categ,tipo,emisor,admin,ambito,tema,lon,lat,region,cut_reg,provincia,cut_pro,comuna,cut_com
Cuarteles de Carabineros,RETEN CHINCOLCO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.84299705370445,-32.22381788612188,Valparaíso,05,Petorca,054,Petorca,05404
Cuarteles de Carabineros,RETEN CUNCUMEN,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.4217979997526,-33.73602600038517,Valparaíso,05,San Antonio,056,San Antonio,05601
Cuarteles de Carabineros,RETEN QUINTAY,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.6969220001138,-33.196397000032924,Valparaíso,05,Valparaíso,051,Casablanca,05102
Cuarteles de Carabineros,RETEN QUEBRADA HERRERA,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.74842684749316,-32.69172248842349,Valparaíso,05,San Felipe de Aconcagua,057,Putaendo,05705
Cuarteles de Carabineros,RETEN CURIMON,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.68802899991593,-32.78412500003793,Valparaíso,05,San Felipe de Aconcagua,057,San Felipe,05701
Cuarteles de Carabineros,RETEN PAPUDO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.44142300030805,-32.50656999958647,Valparaíso,05,Petorca,054,Papudo,05403
Cuarteles de Carabineros,RETEN PANQUEHUE,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.8338972720558,-32.76953902939258,Valparaíso,05,San Felipe de Aconcagua,057,Panquehue,05704
Cuarteles de Carabineros,RETEN PALACIO PRESIDENCIAL,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.56402099973374,-33.021164999850335,Valparaíso,05,Valparaíso,051,Viña del Mar,05109
Cuarteles de Carabineros,RETEN MAITENCILLO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.43029830751195,-32.64604671187052,Valparaíso,05,Valparaíso,051,Puchuncaví,05105
Cuarteles de Carabineros,RETEN PLACILLA PENUELAS,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.57662999962345,-33.114710000423344,Valparaíso,05,Valparaíso,051,Valparaíso,05101
Cuarteles de Carabineros,SUBCOM. PENALOLEN,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.56781999984264,-33.48338600032293,Metropolitana de Santiago,13,Santiago,131,Peñalolén,13122
Cuarteles de Carabineros,TENENCIA BATUCO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.80707699983216,-33.23870800031662,Metropolitana de Santiago,13,Chacabuco,133,Lampa,13302
Cuarteles de Carabineros,TENENCIA ALCALDE CARLOS VALDOVINOS,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.67429900008243,-33.480870000186975,Metropolitana de Santiago,13,Santiago,131,Pedro Aguirre Cerda,13121
Cuarteles de Carabineros,34A. COM. VISTA ALEGRE,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.71330700017118,-33.505688000225994,Metropolitana de Santiago,13,Santiago,131,Cerrillos,13102
Cuarteles de Carabineros,SUBCOM. VILLA MODERNA,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.67252999997805,-33.40488000009044,Metropolitana de Santiago,13,Santiago,131,Independencia,13108
Cuarteles de Carabineros,SUBCOM. SAN JOSE DE MAIPO (F),Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.35317499998797,-33.63631799972282,Metropolitana de Santiago,13,Cordillera,132,San José de Maipo,13203
Cuarteles de Carabineros,SUBCOM. SAN GERONIMO,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.58906999968569,-33.62274999979928,Metropolitana de Santiago,13,Cordillera,132,Puente Alto,13201
Cuarteles de Carabineros,SUBCOM. SAN BERNARDO CENTRO,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.70132099959115,-33.59220499996822,Metropolitana de Santiago,13,Maipo,134,San Bernardo,13401
Cuarteles de Carabineros,SUBCOM. PUDAHUEL NORTE,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.75986500026957,-33.43265599995363,Metropolitana de Santiago,13,Santiago,131,Pudahuel,13124
Cuarteles de Carabineros,SUBCOM. POBLACION ALESSANDRI,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.6989690005345,-33.469970999860756,Metropolitana de Santiago,13,Santiago,131,Estación Central,13106
Cuarteles de Carabineros,TENENCIA CARRETERA CURACAVI,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.18889072072207,-33.40567224897762,Metropolitana de Santiago,13,Melipilla,135,Curacaví,13503
Cuarteles de Carabineros,SUBCOM. CARRASCAL,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.69583399992813,-33.42124600021114,Metropolitana de Santiago,13,Santiago,131,Quinta Normal,13126
Cuarteles de Carabineros,SUBCOM. PARQUE BRASIL,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.614730000265,-33.51535999963141,Metropolitana de Santiago,13,Santiago,131,La Granja,13111
Cuarteles de Carabineros,SUBCOM. PAINE,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.7416479997708,-33.807869000309395,Metropolitana de Santiago,13,Maipo,134,Paine,13404
Cuarteles de Carabineros,SUBCOM. MOTORIZADA,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.66111699999726,-33.41909900004743,Metropolitana de Santiago,13,Santiago,131,Independencia,13108
Cuarteles de Carabineros,SUBCOM. MAIPU ORIENTE,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.78973499954432,-33.558223000406336,Metropolitana de Santiago,13,Santiago,131,Maipú,13119
Cuarteles de Carabineros,SUBCOM. MAIPO,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.77475199996127,-33.729495999982525,Metropolitana de Santiago,13,Maipo,134,Buin,13402
Cuarteles de Carabineros,SUBCOM. LOS QUILLAYES,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.59352399981,-33.56437599991529,Metropolitana de Santiago,13,Santiago,131,La Florida,13110
Cuarteles de Carabineros,SUBCOM. LO BESA,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.71458999995546,-33.42995000021967,Metropolitana de Santiago,13,Santiago,131,Quinta Normal,13126
Cuarteles de Carabineros,SUBCOM. CURACAVÍ,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.12008118640232,-33.40134079817768,Metropolitana de Santiago,13,Melipilla,135,Curacaví,13503
Cuarteles de Carabineros,SUBCOM. CONCHALI NORTE,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.68963100002028,-33.366991000193266,Metropolitana de Santiago,13,Santiago,131,Conchalí,13104
Cuarteles de Carabineros,SUBCOM. CERRILLOS,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.68804899954958,-33.479471999778156,Metropolitana de Santiago,13,Santiago,131,Cerrillos,13102
Cuarteles de Carabineros,TENENCIA CARRETERA LAMPA,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.76078890963578,-33.23230555363453,Metropolitana de Santiago,13,Chacabuco,133,Lampa,13302
Cuarteles de Carabineros,SUBCOM. PENAFLOR,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.90167000001891,-33.60771999989701,Metropolitana de Santiago,13,Talagante,136,Peñaflor,13605
Cuarteles de Carabineros,TENENCIA CARRETERA MELIPILLA,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.03294528032984,-33.69754247541783,Metropolitana de Santiago,13,Talagante,136,El Monte,13602
Cuarteles de Carabineros,TENENCIA LOS JARDINES,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.57404000002623,-33.534669999874225,Metropolitana de Santiago,13,Santiago,131,La Florida,13110
Cuarteles de Carabineros,TENENCIA CARRETERA PAINE,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.73533421260429,-33.89377387968753,Metropolitana de Santiago,13,Maipo,134,Paine,13404
Cuarteles de Carabineros,SUBCOM. CALERA DE TANGO,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.75826999996833,-33.63099600037424,Metropolitana de Santiago,13,Maipo,134,Calera de Tango,13403
Cuarteles de Carabineros,47A. COM. LOS DOMINICOS,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.5377850004365,-33.40397100032113,Metropolitana de Santiago,13,Santiago,131,Las Condes,13114
Cuarteles de Carabineros,11A. COM. LO ESPEJO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.69637599951066,-33.507278999870834,Metropolitana de Santiago,13,Santiago,131,Lo Espejo,13116
Cuarteles de Carabineros,TENENCIA VILLA ALHUE,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.10052855083218,-34.030837198315155,Metropolitana de Santiago,13,Melipilla,135,Alhué,13502
Cuarteles de Carabineros,TENENCIA TTE. MAURICIO RIVERA LOPEZ,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.61659000036484,-33.556309999750376,Metropolitana de Santiago,13,Santiago,131,La Granja,13111
Cuarteles de Carabineros,TENENCIA TILTIL,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.92179899959936,-33.0870900001873,Metropolitana de Santiago,13,Chacabuco,133,Tiltil,13303
Cuarteles de Carabineros,TENENCIA SANTA ROSA CHENA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.79565900028203,-33.56417000009793,Metropolitana de Santiago,13,Talagante,136,Padre Hurtado,13604
Cuarteles de Carabineros,TENENCIA SANTA ADRIANA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.67906000023603,-33.508110999870844,Metropolitana de Santiago,13,Santiago,131,Lo Espejo,13116
Cuarteles de Carabineros,TENENCIA SAN PEDRO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.45433285551657,-33.89484507343356,Metropolitana de Santiago,13,Melipilla,135,San Pedro,13505
Cuarteles de Carabineros,TENENCIA SAN LUIS,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.57741899975386,-33.50435899990895,Metropolitana de Santiago,13,Santiago,131,Peñalolén,13122
Cuarteles de Carabineros,TENENCIA RECOLETA SUR,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.65093200051086,-33.42731999962014,Metropolitana de Santiago,13,Santiago,131,Recoleta,13127
Cuarteles de Carabineros,TENENCIA PIRQUE,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.57311999974404,-33.634359999651785,Metropolitana de Santiago,13,Cordillera,132,Pirque,13202
Cuarteles de Carabineros,TENENCIA PEDRO AGUIRRE CERDA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.67600100010455,-33.50397800035688,Metropolitana de Santiago,13,Santiago,131,Pedro Aguirre Cerda,13121
Cuarteles de Carabineros,TENENCIA NUEVA ESPANA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.67254000038312,-33.52834000040648,Metropolitana de Santiago,13,Santiago,131,La Cisterna,13109
Cuarteles de Carabineros,TENENCIA METRO BAQUEDANO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.63417399946881,-33.43741099972616,Metropolitana de Santiago,13,Santiago,131,Providencia,13123
Cuarteles de Carabineros,TENENCIA MARIA PINTO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.1189200005334,-33.51606000016735,Metropolitana de Santiago,13,Melipilla,135,María Pinto,13504
Cuarteles de Carabineros,TENENCIA MALLOCO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.85041000036834,-33.60206000020617,Metropolitana de Santiago,13,Talagante,136,Peñaflor,13605
Cuarteles de Carabineros,SUBCOM. CABO 2º PABLO SILVA PIZARRO,Base,SUBCOMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.56509999998406,-33.5117300000489,Metropolitana de Santiago,13,Santiago,131,La Florida,13110
Cuarteles de Carabineros,TENENCIA LO VELASQUEZ,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.74881999979254,-33.39828999987894,Metropolitana de Santiago,13,Santiago,131,Renca,13128
Cuarteles de Carabineros,TENENCIA LO SIERRA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.70369400028181,-33.53220400038618,Metropolitana de Santiago,13,Santiago,131,Lo Espejo,13116
Cuarteles de Carabineros,TENENCIA LAMPA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.87725199982098,-33.28506499962752,Metropolitana de Santiago,13,Chacabuco,133,Lampa,13302
Cuarteles de Carabineros,TENENCIA LA VICTORIA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.67965799971431,-33.486792000341985,Metropolitana de Santiago,13,Santiago,131,Pedro Aguirre Cerda,13121
Cuarteles de Carabineros,TENENCIA JUAN ANTONIO RIOS,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.6709100002116,-33.42147000034012,Metropolitana de Santiago,13,Santiago,131,Independencia,13108
Cuarteles de Carabineros,TENENCIA JOSE SANTOS OSSA,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.63696000029465,-33.39410999987027,Metropolitana de Santiago,13,Santiago,131,Recoleta,13127
Cuarteles de Carabineros,TENENCIA ISLA DE MAIPO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.90273000001201,-33.74984999965767,Metropolitana de Santiago,13,Talagante,136,Isla de Maipo,13603
Cuarteles de Carabineros,TENENCIA EL SALTO,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.62559999977667,-33.394329999768416,Metropolitana de Santiago,13,Santiago,131,Recoleta,13127
Cuarteles de Carabineros,TENENCIA EL MONTE,Base,TENENCIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.97904400001165,-33.67892400029287,Metropolitana de Santiago,13,Talagante,136,El Monte,13602
Cuarteles de Carabineros,TENENCIA CARRETERA PADRE HURTADO,Base,TENENCIA CARRETERAS,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.81536999985144,-33.56899999983337,Metropolitana de Santiago,13,Talagante,136,Padre Hurtado,13604
Cuarteles de Carabineros,37A. COM. AEROPUERTO INTERNACIONAL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.79288700046745,-33.40452200014367,Metropolitana de Santiago,13,Santiago,131,Pudahuel,13124
Cuarteles de Carabineros,RETEN POMAIRE,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.1511766957203,-33.65074456007406,Metropolitana de Santiago,13,Melipilla,135,Melipilla,13501
Cuarteles de Carabineros,RETEN SAN GABRIEL (F),Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.23935126908538,-33.78228976799526,Metropolitana de Santiago,13,Cordillera,132,San José de Maipo,13203
Cuarteles de Carabineros,35A. COM. DELITOS SEXUALES,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.62540400013157,-33.44471999989614,Metropolitana de Santiago,13,Santiago,131,Providencia,13123
Cuarteles de Carabineros,36A. COM. LA FLORIDA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.59715300016222,-33.53966699998948,Metropolitana de Santiago,13,Santiago,131,La Florida,13110
Cuarteles de Carabineros,37A. COM. VITACURA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.55448999993854,-33.389410000159764,Metropolitana de Santiago,13,Santiago,131,Vitacura,13132
Cuarteles de Carabineros,38A. COM. PUENTE ALTO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.58151000046223,-33.578920000195616,Metropolitana de Santiago,13,Cordillera,132,Puente Alto,13201
Cuarteles de Carabineros,39A. COM. EL BOSQUE,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.66608299997718,-33.56568200017897,Metropolitana de Santiago,13,Santiago,131,El Bosque,13105
Cuarteles de Carabineros,3RA. COM. SANTIAGO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.65855000027751,-33.44196000032313,Metropolitana de Santiago,13,Santiago,131,Santiago,13101
Cuarteles de Carabineros,41A. COM. LA PINTANA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.6315279998902,-33.58296000015426,Metropolitana de Santiago,13,Santiago,131,La Pintana,13112
Cuarteles de Carabineros,43A. COM. PENALOLEN,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.54417600052346,-33.478177999821256,Metropolitana de Santiago,13,Santiago,131,Peñalolén,13122
Cuarteles de Carabineros,44A. COM. LO PRADO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.71586099999173,-33.442814000031625,Metropolitana de Santiago,13,Santiago,131,Lo Prado,13117
Cuarteles de Carabineros,45A. COM. CERRO NAVIA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.74282699966577,-33.422742000345636,Metropolitana de Santiago,13,Santiago,131,Cerro Navia,13103
Cuarteles de Carabineros,46A. COM. MACUL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.60822000041013,-33.490110000284,Metropolitana de Santiago,13,Santiago,131,Macul,13118
Cuarteles de Carabineros,48A. COM. MENORES Y ASUNTOS DE LA FAMILIA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.65739000022232,-33.450240000249366,Metropolitana de Santiago,13,Santiago,131,Santiago,13101
Cuarteles de Carabineros,49A. COM. QUILICURA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.74738999974798,-33.365599999966115,Metropolitana de Santiago,13,Santiago,131,Quilicura,13125
Cuarteles de Carabineros,4TA. COM. SANTIAGO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.64561000012458,-33.46533000028461,Metropolitana de Santiago,13,Santiago,131,Santiago,13101
Cuarteles de Carabineros,50A. COM. SAN JOAQUIN,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.62987999997193,-33.48448000017192,Metropolitana de Santiago,13,Santiago,131,San Joaquín,13129
Cuarteles de Carabineros,33A. COM. NUNOA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.6138599996108,-33.47079999957559,Metropolitana de Santiago,13,Santiago,131,Ñuñoa,13120
Cuarteles de Carabineros,32A. COM. TRANSITO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.65391999983468,-33.43654000037266,Metropolitana de Santiago,13,Santiago,131,Santiago,13101
Cuarteles de Carabineros,31A. COM. SAN RAMON,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.6448149996736,-33.54601099976742,Metropolitana de Santiago,13,Santiago,131,San Ramón,13131
Cuarteles de Carabineros,30A. COM. R.P. E INTERV. POLICIAL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.66124999984935,-33.41905099996661,Metropolitana de Santiago,13,Santiago,131,Independencia,13108
Cuarteles de Carabineros,12A. COM. SAN MIGUEL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.65089000015837,-33.489709999720716,Metropolitana de Santiago,13,Santiago,131,San Miguel,13130
Cuarteles de Carabineros,13A. COM. LA GRANJA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.61346999997896,-33.53528000022611,Metropolitana de Santiago,13,Santiago,131,La Granja,13111
Cuarteles de Carabineros,14A. COM. SAN BERNARDO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.68677899982946,-33.5943020003201,Metropolitana de Santiago,13,Maipo,134,San Bernardo,13401
Cuarteles de Carabineros,15A. COM. BUIN,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.74481999977665,-33.72817100043889,Metropolitana de Santiago,13,Maipo,134,Buin,13402
Cuarteles de Carabineros,16A. COM. LA REINA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.54426000045945,-33.44148000012013,Metropolitana de Santiago,13,Santiago,131,La Reina,13113
Cuarteles de Carabineros,17A. COM. LAS CONDES,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.55408600043486,-33.39417399970138,Metropolitana de Santiago,13,Santiago,131,Las Condes,13114
Cuarteles de Carabineros,18A. COM. NUNOA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.57571000048877,-33.453360000168885,Metropolitana de Santiago,13,Santiago,131,Ñuñoa,13120
Cuarteles de Carabineros,51A. COM. PEDRO AGUIRRE CERDA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.68446900002031,-33.494166999645536,Metropolitana de Santiago,13,Santiago,131,Pedro Aguirre Cerda,13121
Cuarteles de Carabineros,19A. COM. PROVIDENCIA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.6200900004471,-33.43243000033884,Metropolitana de Santiago,13,Santiago,131,Providencia,13123
Cuarteles de Carabineros,20A. COM. PUENTE ALTO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.57532000051863,-33.607429999998075,Metropolitana de Santiago,13,Cordillera,132,Puente Alto,13201
Cuarteles de Carabineros,21A.COM. ESTACION CENTRAL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.69241999973421,-33.4513099999937,Metropolitana de Santiago,13,Santiago,131,Estación Central,13106
Cuarteles de Carabineros,22A. COM. QUINTA NORMAL,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.69418999998511,-33.439809999877085,Metropolitana de Santiago,13,Santiago,131,Quinta Normal,13126
Cuarteles de Carabineros,23A. COM. TALAGANTE,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.93878700009829,-33.67065100014287,Metropolitana de Santiago,13,Talagante,136,Talagante,13601
Cuarteles de Carabineros,24A. COM. MELIPILLA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.21538600032495,-33.68793999966267,Metropolitana de Santiago,13,Melipilla,135,Melipilla,13501
Cuarteles de Carabineros,25A. COM. MAIPU,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.75461899983478,-33.507196999630295,Metropolitana de Santiago,13,Santiago,131,Maipú,13119
Cuarteles de Carabineros,2DA. COM. SANTIAGO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.66809999955912,-33.45455000017445,Metropolitana de Santiago,13,Santiago,131,Santiago,13101
Cuarteles de Carabineros,1RA. COM. SANTIAGO,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.64756000045845,-33.43587000040881,Metropolitana de Santiago,13,Santiago,131,Santiago,13101
Cuarteles de Carabineros,51A. COM. POLICIA MONTADA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.7268249996149,-33.465163000331984,Metropolitana de Santiago,13,Santiago,131,Estación Central,13106
Cuarteles de Carabineros,52A. COM. RINCONADA DE MAIPU,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.7909340003482,-33.511141000015634,Metropolitana de Santiago,13,Santiago,131,Maipú,13119
Cuarteles de Carabineros,53A  COM. LO BARNECHEA,Base,COMISARIA,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.50798000043163,-33.35136000028522,Metropolitana de Santiago,13,Santiago,131,Lo Barnechea,13115
Cuarteles de Carabineros,RETEN CHAMPA,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.763587037522,-33.85498578818292,Metropolitana de Santiago,13,Maipo,134,Paine,13404
Cuarteles de Carabineros,RETEN CODIGUA,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.3240241305299,-33.757167898738416,Metropolitana de Santiago,13,Melipilla,135,Melipilla,13501
Cuarteles de Carabineros,RETEN EL BOSQUE,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-70.68831400018362,-33.55191100003694,Metropolitana de Santiago,13,Santiago,131,El Bosque,13105
Cuarteles de Carabineros,RETEN EL PAICO,Base,RETEN,Carabineros de Chile,Carabineros de Chile,Sociedad y cultura,Infraestructura,-71.05348100029575,-33.688836000362485,Metropolitana de Santiago,13,Talagante,136,El Monte,13602
